Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
0.49999999999999994,0.8723404255319148,0.2222222222222222,0.4651162790697675,0.8227848101265822
0.5227272727272727,0.7446808510638299,0.6507936507936507,0.6744186046511628,0.6708860759493669
0.7272727272727273,0.6170212765957447,0.7777777777777777,0.7674418604651163,0.5063291139240506
0.27272727272727265,0.9148936170212766,0.9047619047619048,0.2093023255813953,0.03797468354430379
0.6818181818181817,0.7021276595744681,0.7777777777777777,0.7209302325581395,0.5696202531645569
0.6590909090909092,0.4893617021276596,0.7619047619047619,0.4883720930232559,0.6582278481012658
0.6590909090909092,0.17021276595744683,0.8571428571428572,0.4418604651162791,0.6962025316455696
0.5909090909090908,0.3829787234042553,0.6984126984126984,0.627906976744186,0.6075949367088607
0.7045454545454546,0.6808510638297872,0.746031746031746,0.7674418604651163,0.5063291139240506
0.6363636363636362,0.23404255319148937,0.8412698412698412,0.6744186046511628,0.5189873417721518
0.75,0.08510638297872344,0.8888888888888887,0.41860465116279066,0.15189873417721517
0.3863636363636363,0.5531914893617021,0.6984126984126984,0.8604651162790697,0.3417721518987341
0.4545454545454544,0.851063829787234,0.5396825396825397,0.6976744186046512,0.48101265822784806
0.75,0.21276595744680848,0.7936507936507936,0.6511627906976744,0.5189873417721518
0.4090909090909091,0.46808510638297873,0.8888888888888887,0.5813953488372093,0.36708860759493667
0.09090909090909088,0.5744680851063829,0.5873015873015873,0.4883720930232559,0.4683544303797468
0.6590909090909092,0.7872340425531916,0.746031746031746,0.744186046511628,0.49367088607594933
0.5454545454545454,0.7872340425531916,0.8888888888888887,0.4418604651162791,0.15189873417721517
0.8863636363636365,0.08510638297872344,0.9682539682539681,0.8139534883720931,0.2784810126582278
0.27272727272727265,0.6170212765957447,0.5079365079365079,0.5116279069767442,0.7721518987341771
0.4090909090909091,0.08510638297872344,0.9841269841269841,0.34883720930232565,0.6962025316455696
0.3409090909090909,0.9574468085106383,0.31746031746031744,0.186046511627907,0.7848101265822784
0.7727272727272727,0.5531914893617021,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.6590909090909092,0.7872340425531916,0.746031746031746,0.744186046511628,0.49367088607594933
0.75,0.19148936170212771,0.6984126984126984,0.6046511627906977,0.5189873417721518
0.6136363636363635,0.5319148936170214,0.7777777777777777,0.34883720930232565,0.5443037974683543
0.8636363636363635,0.5319148936170214,0.8095238095238094,0.8604651162790697,0.20253164556962022
0.5681818181818181,0.5106382978723405,0.6984126984126984,0.4418604651162791,0.6962025316455696
0.6818181818181817,0.3404255319148936,0.7619047619047619,0.6744186046511628,0.4683544303797468
0.7272727272727273,0.6595744680851063,0.7301587301587301,0.744186046511628,0.49367088607594933
0.47727272727272724,0.46808510638297873,0.7619047619047619,0.7674418604651163,0.2911392405063291
0.6818181818181817,0.6595744680851063,0.8730158730158729,0.5813953488372093,0.22784810126582275
0.5227272727272727,0.8085106382978724,0.9047619047619048,0.41860465116279066,0.1392405063291139
0.5681818181818181,0.5319148936170214,0.5555555555555556,0.8837209302325582,0.4430379746835442
0.8863636363636365,0.3829787234042553,0.4126984126984127,0.930232558139535,0.3164556962025316
0.6818181818181817,0.5106382978723405,0.8412698412698412,0.5813953488372093,0.39240506329113917
0.75,0.3829787234042553,0.6666666666666666,0.4883720930232559,0.36708860759493667
0.11363636363636359,0.7021276595744681,0.47619047619047616,0.6511627906976744,0.48101265822784806
0.5454545454545454,0.2553191489361702,0.6984126984126984,0.4651162790697675,0.721518987341772
0.6136363636363635,0.3404255319148936,0.9206349206349206,0.6511627906976744,0.2911392405063291
0.20454545454545453,0.6382978723404256,0.5396825396825397,0.5116279069767442,0.7468354430379747
0.7954545454545454,0.5531914893617021,0.4126984126984127,0.7906976744186047,0.4683544303797468
0.7727272727272727,0.36170212765957444,0.7619047619047619,0.6046511627906977,0.5316455696202531
0.6590909090909092,0.7872340425531916,0.746031746031746,0.744186046511628,0.49367088607594933
0.3636363636363636,0.6382978723404256,0.42857142857142855,0.8372093023255813,0.5443037974683543
0.5454545454545454,0.7234042553191489,0.6984126984126984,0.6511627906976744,0.6329113924050631
0.6363636363636362,0.23404255319148937,0.746031746031746,0.4418604651162791,0.6835443037974682
1.0,0.4042553191489362,0.9047619047619048,0.8837209302325582,0.12658227848101264
0.5681818181818181,0.4255319148936171,0.7301587301587301,0.744186046511628,0.5316455696202531
0.7727272727272727,0.5319148936170214,0.746031746031746,0.8372093023255813,0.4430379746835442
0.6590909090909092,0.7021276595744681,0.7301587301587301,0.7209302325581395,0.5316455696202531
0.6136363636363635,0.7659574468085106,0.746031746031746,0.7674418604651163,0.5822784810126581
0.6590909090909092,0.5744680851063829,0.7301587301587301,0.5348837209302325,0.5949367088607593
0.7954545454545454,0.8723404255319148,0.015873015873015872,0.1627906976744186,0.9873417721518984
0.75,0.5957446808510638,0.7936507936507936,0.744186046511628,0.4683544303797468
0.5681818181818181,0.8085106382978724,0.603174603174603,0.8837209302325582,0.36708860759493667
0.7045454545454546,0.6808510638297872,0.746031746031746,0.744186046511628,0.5063291139240506
0.75,0.6595744680851063,0.8095238095238094,0.6976744186046512,0.5063291139240506
0.5909090909090908,0.17021276595744683,0.6666666666666666,0.4418604651162791,0.6835443037974682
0.5227272727272727,0.3404255319148936,0.4603174603174603,0.37209302325581395,0.5569620253164556
0.7727272727272727,0.5957446808510638,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.6818181818181817,0.6382978723404256,0.7619047619047619,0.744186046511628,0.5316455696202531
0.22727272727272724,0.8936170212765958,0.42857142857142855,0.5116279069767442,0.4430379746835442
0.7272727272727273,0.44680851063829785,0.7777777777777777,0.4651162790697675,0.48101265822784806
0.3181818181818182,0.6808510638297872,0.49206349206349204,0.7906976744186047,0.5696202531645569
0.5681818181818181,0.4255319148936171,0.7142857142857143,0.6511627906976744,0.6455696202531644
0.6363636363636362,0.7446808510638299,0.6507936507936507,0.8372093023255813,0.3291139240506329
0.6590909090909092,0.7872340425531916,0.7619047619047619,0.744186046511628,0.49367088607594933
0.5681818181818181,0.8936170212765958,0.30158730158730157,0.8139534883720931,0.6455696202531644
0.6136363636363635,0.2553191489361702,0.8253968253968254,0.5348837209302325,0.5822784810126581
0.49999999999999994,0.44680851063829785,0.8412698412698412,0.5116279069767442,0.6582278481012658
0.75,0.6595744680851063,0.8095238095238094,0.6976744186046512,0.5063291139240506
0.6363636363636362,0.2553191489361702,0.7142857142857143,0.5348837209302325,0.6582278481012658
0.5454545454545454,0.6170212765957447,0.6507936507936507,0.5348837209302325,0.5949367088607593
0.75,0.6595744680851063,0.7936507936507936,0.7674418604651163,0.49367088607594933
0.6363636363636362,0.3829787234042553,0.8412698412698412,0.41860465116279066,0.5822784810126581
0.22727272727272724,0.5531914893617021,0.6507936507936507,0.41860465116279066,0.3417721518987341
0.7045454545454546,0.6170212765957447,0.7777777777777777,0.744186046511628,0.5063291139240506
0.6363636363636362,0.3404255319148936,0.746031746031746,0.5348837209302325,0.5949367088607593
0.6818181818181817,0.36170212765957444,0.7619047619047619,0.5813953488372093,0.5316455696202531
0.7954545454545454,0.6382978723404256,0.5396825396825397,0.744186046511628,0.5189873417721518
0.7727272727272727,0.5319148936170214,0.746031746031746,0.8372093023255813,0.4430379746835442
0.7045454545454546,0.6808510638297872,0.746031746031746,0.7674418604651163,0.5063291139240506
0.6590909090909092,0.6808510638297872,0.8888888888888887,0.5581395348837209,0.2151898734177215
0.6363636363636362,0.7446808510638299,0.7619047619047619,0.7906976744186047,0.5949367088607593
0.7272727272727273,0.4893617021276596,0.5555555555555556,0.9069767441860466,0.3797468354430379
0.47727272727272724,0.851063829787234,0.23809523809523808,0.4883720930232559,0.8101265822784809
0.5681818181818181,0.5319148936170214,0.8253968253968254,0.4418604651162791,0.620253164556962
0.7272727272727273,0.2765957446808511,0.7777777777777777,0.6976744186046512,0.5063291139240506
0.6363636363636362,0.7659574468085106,0.7301587301587301,0.744186046511628,0.5443037974683543
0.3636363636363636,0.7659574468085106,0.5396825396825397,0.6744186046511628,0.48101265822784806
0.7272727272727273,0.6382978723404256,0.7777777777777777,0.744186046511628,0.48101265822784806
0.6363636363636362,0.7446808510638299,0.7301587301587301,0.7906976744186047,0.5569620253164556
0.7727272727272727,0.5744680851063829,0.7777777777777777,0.8139534883720931,0.4430379746835442
0.5454545454545454,0.2765957446808511,0.8730158730158729,0.5116279069767442,0.49367088607594933
0.6590909090909092,0.3829787234042553,0.746031746031746,0.37209302325581395,0.6962025316455696
0.5227272727272727,0.29787234042553196,0.6190476190476191,0.627906976744186,0.5822784810126581
0.5909090909090908,0.5531914893617021,0.5714285714285714,0.8604651162790697,0.36708860759493667
0.4545454545454544,0.4893617021276596,0.746031746031746,0.7906976744186047,0.30379746835443033
0.3636363636363636,0.5106382978723405,0.603174603174603,0.5116279069767442,0.6962025316455696
0.7727272727272727,0.19148936170212771,0.9523809523809523,0.5348837209302325,0.20253164556962022
0.7272727272727273,0.2553191489361702,0.9523809523809523,0.5116279069767442,0.15189873417721517
0.7045454545454546,0.6808510638297872,0.6984126984126984,0.9069767441860466,0.2911392405063291
0.4545454545454544,0.8297872340425532,0.25396825396825395,0.5116279069767442,0.7974683544303796
0.6818181818181817,0.36170212765957444,0.8888888888888887,0.6744186046511628,0.3797468354430379
0.6136363636363635,0.7659574468085106,0.746031746031746,0.7674418604651163,0.5822784810126581
0.4545454545454544,0.8085106382978724,0.6825396825396824,0.34883720930232565,0.5189873417721518
0.6363636363636362,0.7446808510638299,0.7619047619047619,0.7906976744186047,0.5949367088607593
0.6590909090909092,0.7234042553191489,0.7777777777777777,0.7674418604651163,0.5822784810126581
0.6136363636363635,0.6170212765957447,0.7619047619047619,0.744186046511628,0.5316455696202531
0.1363636363636363,0.851063829787234,0.38095238095238093,0.023255813953488386,0.7594936708860758
0.3636363636363636,0.6808510638297872,0.8730158730158729,0.23255813953488372,0.620253164556962
0.6136363636363635,0.4893617021276596,0.746031746031746,0.5813953488372093,0.5189873417721518
0.5909090909090908,0.44680851063829785,0.7301587301587301,0.5116279069767442,0.5822784810126581
0.022727272727272707,0.7446808510638299,0.3968253968253968,0.6744186046511628,0.49367088607594933
0.7954545454545454,0.08510638297872344,0.8253968253968254,0.8604651162790697,0.36708860759493667
0.6590909090909092,0.7021276595744681,0.7301587301587301,0.7209302325581395,0.5443037974683543
0.7954545454545454,0.5319148936170214,0.746031746031746,0.8604651162790697,0.430379746835443
0.6590909090909092,0.7872340425531916,0.7619047619047619,0.744186046511628,0.49367088607594933
0.7045454545454546,0.8297872340425532,0.7777777777777777,0.6511627906976744,0.2911392405063291
0.6363636363636362,0.7446808510638299,0.7619047619047619,0.7906976744186047,0.5949367088607593
0.7045454545454546,0.2553191489361702,0.9206349206349206,0.5348837209302325,0.16455696202531644
0.7727272727272727,0.46808510638297873,0.8095238095238094,0.6046511627906977,0.5063291139240506
0.7727272727272727,0.5106382978723405,0.7619047619047619,0.6046511627906977,0.3164556962025316
0.3636363636363636,0.7021276595744681,0.4444444444444444,0.6046511627906977,0.7721518987341771
0.6818181818181817,0.7021276595744681,0.7777777777777777,0.7209302325581395,0.5696202531645569
0.7272727272727273,0.6808510638297872,0.8253968253968254,0.6976744186046512,0.5316455696202531
0.7045454545454546,0.5957446808510638,0.9365079365079365,0.5348837209302325,0.20253164556962022
0.7727272727272727,0.5319148936170214,0.746031746031746,0.8372093023255813,0.4430379746835442
0.7272727272727273,0.6382978723404256,0.7777777777777777,0.744186046511628,0.48101265822784806
0.6136363636363635,0.21276595744680848,0.7301587301587301,0.4418604651162791,0.6835443037974682
0.6818181818181817,0.6595744680851063,0.746031746031746,0.744186046511628,0.5316455696202531
0.6818181818181817,0.8085106382978724,0.7619047619047619,0.6744186046511628,0.30379746835443033
0.5909090909090908,0.44680851063829785,0.7936507936507936,0.34883720930232565,0.620253164556962
0.6136363636363635,0.6382978723404256,0.7777777777777777,0.744186046511628,0.5063291139240506
0.6136363636363635,0.4042553191489362,0.9365079365079365,0.6046511627906977,0.3164556962025316
0.7954545454545454,0.5744680851063829,0.746031746031746,0.6744186046511628,0.3544303797468354
0.8863636363636365,0.36170212765957444,0.8571428571428572,0.7674418604651163,0.5189873417721518
0.4545454545454544,0.7234042553191489,0.5079365079365079,0.627906976744186,0.6835443037974682
0.5909090909090908,0.44680851063829785,0.6666666666666666,0.7209302325581395,0.5316455696202531
0.7727272727272727,0.5106382978723405,0.8412698412698412,0.34883720930232565,0.5443037974683543
0.7272727272727273,0.851063829787234,0.7936507936507936,0.627906976744186,0.2784810126582278
0.47727272727272724,0.6170212765957447,0.6190476190476191,0.9069767441860466,0.4177215189873417
0.7727272727272727,0.5319148936170214,0.6984126984126984,0.627906976744186,0.5063291139240506
0.5681818181818181,0.46808510638297873,0.7301587301587301,0.4883720930232559,0.721518987341772
0.75,0.29787234042553196,0.7301587301587301,0.37209302325581395,0.7468354430379747
0.4318181818181818,0.851063829787234,0.7142857142857143,0.8372093023255813,0.3544303797468354
0.29545454545454547,0.5957446808510638,0.47619047619047616,0.9069767441860466,0.5949367088607593
0.6136363636363635,0.4893617021276596,0.603174603174603,0.8372093023255813,0.4430379746835442
0.7727272727272727,0.5531914893617021,0.7619047619047619,0.8372093023255813,0.4430379746835442
0.27272727272727265,0.6595744680851063,0.36507936507936506,0.8604651162790697,0.620253164556962
0.6590909090909092,0.7021276595744681,0.7301587301587301,0.7209302325581395,0.5443037974683543
0.6136363636363635,0.5957446808510638,0.36507936507936506,0.5581395348837209,0.6455696202531644
0.6363636363636362,0.3404255319148936,0.7301587301587301,0.37209302325581395,0.721518987341772
0.7727272727272727,0.5531914893617021,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.4545454545454544,0.7659574468085106,0.6190476190476191,0.37209302325581395,0.6455696202531644
0.9318181818181819,0.5106382978723405,0.5714285714285714,0.8837209302325582,0.3797468354430379
0.8636363636363635,0.5106382978723405,0.36507936507936506,0.930232558139535,0.30379746835443033
0.49999999999999994,0.7872340425531916,0.7619047619047619,0.7674418604651163,0.3164556962025316
0.47727272727272724,0.5319148936170214,0.746031746031746,0.7209302325581395,0.5189873417721518
0.47727272727272724,0.5531914893617021,0.603174603174603,0.8372093023255813,0.40506329113924044
0.6818181818181817,0.6170212765957447,0.9047619047619048,0.5813953488372093,0.2151898734177215
0.7727272727272727,0.851063829787234,0.031746031746031744,0.186046511627907,0.9746835443037973
0.6136363636363635,0.7659574468085106,0.746031746031746,0.744186046511628,0.5569620253164556
0.75,0.7021276595744681,0.31746031746031744,0.7209302325581395,0.5189873417721518
0.5454545454545454,0.5744680851063829,0.5396825396825397,0.8837209302325582,0.40506329113924044
0.3636363636363636,0.6595744680851063,0.4444444444444444,0.8139534883720931,0.5822784810126581
0.7045454545454546,0.36170212765957444,0.7142857142857143,0.5116279069767442,0.6455696202531644
0.6136363636363635,0.2765957446808511,0.7777777777777777,0.5348837209302325,0.5949367088607593
0.75,0.5744680851063829,0.746031746031746,0.6976744186046512,0.4683544303797468
0.3636363636363636,0.851063829787234,0.31746031746031744,0.6046511627906977,0.7468354430379747
0.8409090909090908,0.08510638297872344,0.9523809523809523,0.7906976744186047,0.30379746835443033
0.8181818181818183,0.5744680851063829,0.5079365079365079,0.6976744186046512,0.4683544303797468
0.4545454545454544,0.6808510638297872,0.49206349206349204,0.4651162790697675,0.6962025316455696
0.5681818181818181,0.7659574468085106,0.9523809523809523,0.4651162790697675,0.16455696202531644
0.75,0.6595744680851063,0.7936507936507936,0.7674418604651163,0.49367088607594933
0.6363636363636362,0.7021276595744681,0.9047619047619048,0.5348837209302325,0.20253164556962022
0.4545454545454544,0.21276595744680848,0.7142857142857143,0.32558139534883723,0.5443037974683543
0.7272727272727273,0.23404255319148937,0.9206349206349206,0.5813953488372093,0.22784810126582275
0.6818181818181817,0.2553191489361702,0.7936507936507936,0.4883720930232559,0.6835443037974682
0.3181818181818182,0.5531914893617021,0.603174603174603,0.5813953488372093,0.7468354430379747
0.6818181818181817,0.6595744680851063,0.746031746031746,0.744186046511628,0.5316455696202531
0.7045454545454546,0.6808510638297872,0.746031746031746,0.744186046511628,0.5063291139240506
0.7727272727272727,0.5531914893617021,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.5454545454545454,0.31914893617021284,0.9206349206349206,0.5813953488372093,0.3544303797468354
0.5681818181818181,0.3829787234042553,0.6825396825396824,0.627906976744186,0.5822784810126581
0.6363636363636362,0.7659574468085106,0.7142857142857143,0.7906976744186047,0.5696202531645569
0.4318181818181818,0.7659574468085106,0.3968253968253968,0.6744186046511628,0.721518987341772
0.7272727272727273,0.6382978723404256,0.7777777777777777,0.744186046511628,0.48101265822784806
0.5909090909090908,0.9148936170212766,0.2857142857142857,0.8372093023255813,0.6329113924050631
0.5454545454545454,0.8297872340425532,0.5873015873015873,0.8604651162790697,0.3797468354430379
0.5227272727272727,0.4893617021276596,0.5396825396825397,0.9069767441860466,0.4177215189873417
0.8409090909090908,0.21276595744680848,0.9365079365079365,0.7674418604651163,0.4177215189873417
0.8181818181818183,0.2553191489361702,0.9047619047619048,0.7674418604651163,0.4177215189873417
0.7727272727272727,0.23404255319148937,0.9365079365079365,0.4883720930232559,0.1392405063291139
0.7727272727272727,0.36170212765957444,0.6507936507936507,0.5348837209302325,0.39240506329113917
0.7272727272727273,0.2553191489361702,0.8253968253968254,0.5581395348837209,0.5822784810126581
0.4090909090909091,0.8723404255319148,0.6984126984126984,0.8604651162790697,0.36708860759493667
0.6590909090909092,0.36170212765957444,0.9206349206349206,0.6744186046511628,0.30379746835443033
0.7045454545454546,0.8936170212765958,0.07936507936507936,0.2558139534883721,0.9367088607594936
0.4545454545454544,0.3829787234042553,0.6507936507936507,0.41860465116279066,0.7721518987341771
0.7954545454545454,0.5531914893617021,0.7619047619047619,0.8604651162790697,0.4556962025316455
0.6818181818181817,0.7021276595744681,0.7777777777777777,0.7209302325581395,0.5696202531645569
0.8863636363636365,0.5744680851063829,0.31746031746031744,0.9534883720930232,0.2784810126582278
0.5681818181818181,0.19148936170212771,0.6507936507936507,0.2790697674418605,0.5822784810126581
0.6363636363636362,0.7659574468085106,0.7301587301587301,0.7209302325581395,0.3291139240506329
0.47727272727272724,0.7234042553191489,0.6507936507936507,0.34883720930232565,0.6582278481012658
0.7727272727272727,0.2553191489361702,0.7301587301587301,0.6976744186046512,0.4556962025316455
0.75,0.4255319148936171,0.7301587301587301,0.5348837209302325,0.3544303797468354
0.5681818181818181,0.2553191489361702,0.746031746031746,0.5813953488372093,0.5822784810126581
0.7272727272727273,0.6382978723404256,0.8095238095238094,0.6976744186046512,0.48101265822784806
0.4318181818181818,0.6808510638297872,0.5873015873015873,0.744186046511628,0.49367088607594933
0.6363636363636362,0.7446808510638299,0.7619047619047619,0.7906976744186047,0.5949367088607593
0.5454545454545454,0.7234042553191489,0.6984126984126984,0.6511627906976744,0.6329113924050631
0.4545454545454544,0.21276595744680848,0.5238095238095237,0.39534883720930236,0.5949367088607593
0.4090909090909091,0.8085106382978724,0.5079365079365079,0.6511627906976744,0.5189873417721518
0.7272727272727273,0.6808510638297872,0.746031746031746,0.744186046511628,0.5063291139240506
0.7045454545454546,0.7021276595744681,0.746031746031746,0.744186046511628,0.49367088607594933
0.7727272727272727,0.10638297872340424,0.9365079365079365,0.5813953488372093,0.4556962025316455
0.27272727272727265,0.6382978723404256,0.4126984126984127,0.6744186046511628,0.5443037974683543
0.5227272727272727,0.6382978723404256,0.6190476190476191,0.5581395348837209,0.5822784810126581
0.6590909090909092,0.7021276595744681,0.7301587301587301,0.7209302325581395,0.5443037974683543
0.6590909090909092,0.7872340425531916,0.746031746031746,0.744186046511628,0.49367088607594933
0.3409090909090909,0.6170212765957447,0.5555555555555556,0.5348837209302325,0.7721518987341771
0.6363636363636362,0.7234042553191489,0.7301587301587301,0.6744186046511628,0.5822784810126581
0.5909090909090908,0.4042553191489362,0.7936507936507936,0.5581395348837209,0.3797468354430379
0.9318181818181819,0.21276595744680848,0.9365079365079365,0.8604651162790697,0.40506329113924044
0.7045454545454546,0.6808510638297872,0.7619047619047619,0.7674418604651163,0.49367088607594933
0.4545454545454544,0.31914893617021284,0.9365079365079365,0.5348837209302325,0.3797468354430379
0.7272727272727273,0.23404255319148937,0.8412698412698412,0.5348837209302325,0.5189873417721518
0.27272727272727265,0.5106382978723405,0.5873015873015873,0.5581395348837209,0.721518987341772
0.6590909090909092,0.7021276595744681,0.7777777777777777,0.7209302325581395,0.5189873417721518
0.6363636363636362,0.7659574468085106,0.7301587301587301,0.744186046511628,0.5569620253164556
0.49999999999999994,0.44680851063829785,0.7777777777777777,0.744186046511628,0.2784810126582278
0.4318181818181818,0.8085106382978724,0.6984126984126984,0.23255813953488372,0.6835443037974682
0.6590909090909092,0.19148936170212771,0.6349206349206349,0.32558139534883723,0.7468354430379747
0.6590909090909092,0.29787234042553196,0.8730158730158729,0.6511627906976744,0.26582278481012656
0.4318181818181818,0.9148936170212766,0.2698412698412698,0.5348837209302325,0.7848101265822784
0.7272727272727273,0.7021276595744681,0.8253968253968254,0.7674418604651163,0.5189873417721518
0.6136363636363635,0.21276595744680848,0.6984126984126984,0.6511627906976744,0.5949367088607593
0.6363636363636362,0.23404255319148937,0.7777777777777777,0.6976744186046512,0.49367088607594933
0.6363636363636362,0.19148936170212771,0.8412698412698412,0.7674418604651163,0.5189873417721518
0.0,0.9787234042553191,0.31746031746031744,0.0,0.8227848101265822
0.7727272727272727,0.5531914893617021,0.7619047619047619,0.8372093023255813,0.4430379746835442
0.7272727272727273,0.6595744680851063,0.746031746031746,0.744186046511628,0.5063291139240506
0.7727272727272727,0.5531914893617021,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.5454545454545454,0.5531914893617021,0.7777777777777777,0.4418604651162791,0.6835443037974682
0.6818181818181817,0.6382978723404256,0.7619047619047619,0.744186046511628,0.5316455696202531
0.8409090909090908,0.46808510638297873,0.5555555555555556,0.8372093023255813,0.4177215189873417
0.6818181818181817,0.4255319148936171,0.6984126984126984,0.5813953488372093,0.6582278481012658
0.6363636363636362,0.36170212765957444,0.8412698412698412,0.34883720930232565,0.6075949367088607
0.6818181818181817,0.6382978723404256,0.7619047619047619,0.7209302325581395,0.5443037974683543
0.5909090909090908,0.7234042553191489,0.7301587301587301,0.5581395348837209,0.4683544303797468
0.7954545454545454,0.5319148936170214,0.746031746031746,0.8372093023255813,0.4430379746835442
0.3636363636363636,0.8936170212765958,0.603174603174603,0.32558139534883723,0.4177215189873417
0.6136363636363635,0.7659574468085106,0.746031746031746,0.744186046511628,0.5569620253164556
0.6818181818181817,0.2765957446808511,0.8888888888888887,0.627906976744186,0.2531645569620253
0.6136363636363635,0.7234042553191489,0.7619047619047619,0.7674418604651163,0.5569620253164556
0.3636363636363636,0.8723404255319148,0.5238095238095237,0.6046511627906977,0.49367088607594933
0.8181818181818183,0.5319148936170214,0.7142857142857143,0.6511627906976744,0.3417721518987341
0.5454545454545454,0.46808510638297873,0.8095238095238094,0.627906976744186,0.36708860759493667
0.47727272727272724,0.14893617021276595,0.9047619047619048,0.4883720930232559,0.6329113924050631
0.8863636363636365,0.29787234042553196,0.8253968253968254,0.8837209302325582,0.3544303797468354
0.5227272727272727,0.4042553191489362,0.8571428571428572,0.6744186046511628,0.3291139240506329
0.7045454545454546,0.3404255319148936,0.7142857142857143,0.4418604651162791,0.6835443037974682
0.22727272727272724,0.8936170212765958,0.9365079365079365,0.1627906976744186,0.01265822784810125
0.5454545454545454,0.2553191489361702,0.8571428571428572,0.7209302325581395,0.4683544303797468
0.75,0.3829787234042553,0.7619047619047619,0.7674418604651163,0.5316455696202531
0.6818181818181817,0.6595744680851063,0.746031746031746,0.744186046511628,0.5316455696202531
0.6590909090909092,0.3404255319148936,0.8412698412698412,0.627906976744186,0.4683544303797468
0.6136363636363635,0.7234042553191489,0.7619047619047619,0.7674418604651163,0.5569620253164556
0.5454545454545454,0.4042553191489362,0.8095238095238094,0.6976744186046512,0.2531645569620253
0.7272727272727273,0.6808510638297872,0.7936507936507936,0.744186046511628,0.48101265822784806
0.7727272727272727,0.5106382978723405,0.7142857142857143,0.6744186046511628,0.4177215189873417
0.4545454545454544,0.8297872340425532,0.7301587301587301,0.8139534883720931,0.3417721518987341
0.7727272727272727,0.5957446808510638,0.7777777777777777,0.8372093023255813,0.4556962025316455
0.8636363636363635,0.2765957446808511,0.746031746031746,0.8139534883720931,0.49367088607594933
0.5227272727272727,0.4255319148936171,0.8253968253968254,0.41860465116279066,0.6455696202531644
0.6136363636363635,0.17021276595744683,0.8095238095238094,0.5348837209302325,0.6075949367088607
0.49999999999999994,0.6595744680851063,0.603174603174603,0.6046511627906977,0.5696202531645569
0.5909090909090908,0.7872340425531916,0.5714285714285714,0.2093023255813953,0.5569620253164556
0.24999999999999994,0.5744680851063829,0.603174603174603,0.4883720930232559,0.7594936708860758
